id,manufacturer_id,product_code,stock_product_name,color_code,color_name,size_code,size_name,quantity,incoming_quantity_1,incoming_date_1,incoming_quantity_2,incoming_date_2,incoming_quantity_3,incoming_date_3,category_id,is_published,brand_id,list_price,cost_price,jan_code,created_at,updated_at
stock_manu_0004_TR180_5002_8011,manu_0004,TR180,"TR180-BK TrySail 18番手Tｼｬﾂ 黒 XXL",5002,ブラック,8011,ＸＸＬ（3Ｌ）,0,,,,,,,,,,,,34150015,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5002_8012,manu_0004,TR180,"TR180-BK TrySail 18番手Tｼｬﾂ 黒 4L",5002,ブラック,8012,4Ｌ,0,,,,,,,,,,,,34150016,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5002_8013,manu_0004,TR180,"TR180-BK TrySail 18番手Tｼｬﾂ 黒 5L",5002,ブラック,8013,5Ｌ,0,,,,,,,,,,,,34150017,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8001,manu_0004,TR180,"TR180-OA 18番手子供T　ｵｰﾄﾐｰﾙ 100cm",5003,オートミール,8001,100cm,0,,,,,,,,,,,,34139902,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8002,manu_0004,TR180,"TR180-OA 18番手子供T　ｵｰﾄﾐｰﾙ 110cm",5003,オートミール,8002,110cm/JS,0,,,,,,,,,,,,34140011,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8003,manu_0004,TR180,"TR180-OA 18番手子供T　ｵｰﾄﾐｰﾙ 120cm",5003,オートミール,8003,120cm,0,,,,,,,,,,,,34140052,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8004,manu_0004,TR180,"TR180-OA 18番手子供T　ｵｰﾄﾐｰﾙ 130cm",5003,オートミール,8004,130cm/JM,0,,,,,,,,,,,,34140102,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8005,manu_0004,TR180,"TR180-OA 18番手子供T  ｵｰﾄﾐｰﾙ 140cm",5003,オートミール,8005,140cm,0,,,,,,,,,,,,34140202,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8006,manu_0004,TR180,"TR180-OA 18番手子供T  ｵｰﾄﾐｰﾙ 150cm",5003,オートミール,8006,150cm/JL,0,,,,,,,,,,,,34140302,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8007,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ Ｓ",5003,オートミール,8007,Ｓ,0,,,,,,,,,,,,34150021,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8008,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ Ｍ",5003,オートミール,8008,Ｍ,0,,,,,,,,,,,,34150022,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8009,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ Ｌ",5003,オートミール,8009,Ｌ,0,,,,,,,,,,,,34150023,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8010,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ XL",5003,オートミール,8010,ＸＬ(LL),0,,,,,,,,,,,,34150024,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8011,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ XXL",5003,オートミール,8011,ＸＸＬ（3Ｌ）,0,,,,,,,,,,,,34150025,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8012,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ 4L",5003,オートミール,8012,4Ｌ,0,,,,,,,,,,,,34150026,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5003_8013,manu_0004,TR180,"TR180-OA TrySail 18番手T ｵｰﾄﾐｰﾙ 5L",5003,オートミール,8013,5Ｌ,0,,,,,,,,,,,,34150027,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_7999,manu_0004,TR180,"TR180-RE TrySail18ｶｰﾄﾞTｼｬﾂ 赤 80cm",5004,レッド,7999,80cm,0,,,,,,,,,,,,34150453,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8000,manu_0004,TR180,"TR180-RE TrySail18ｶｰﾄﾞTｼｬﾂ 赤 90cm",5004,レッド,8000,90㎝,0,,,,,,,,,,,,34150454,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8001,manu_0004,TR180,"TR180-RE 18番手子供T　ﾚｯﾄﾞ 100cm",5004,レッド,8001,100cm,0,,,,,,,,,,,,34139903,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8002,manu_0004,TR180,"TR180-RE 18番手子供T　ﾚｯﾄﾞ 110cm",5004,レッド,8002,110cm/JS,0,,,,,,,,,,,,34140002,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8003,manu_0004,TR180,"TR180-RE 18番手子供T　ﾚｯﾄﾞ 120cm",5004,レッド,8003,120cm,0,,,,,,,,,,,,34140053,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8004,manu_0004,TR180,"TR180-RE 18番手子供T　ﾚｯﾄﾞ 130cm",5004,レッド,8004,130cm/JM,0,,,,,,,,,,,,34140103,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8005,manu_0004,TR180,"TR180-RE 18番手子供T  ﾚｯﾄﾞ 140cm",5004,レッド,8005,140cm,0,,,,,,,,,,,,34140203,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8006,manu_0004,TR180,"TR180-RE 18番手子供T  ﾚｯﾄﾞ 150cm",5004,レッド,8006,150cm/JL,0,,,,,,,,,,,,34140303,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8007,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞ Ｓ",5004,レッド,8007,Ｓ,0,,,,,,,,,,,,34150031,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8008,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞ Ｍ",5004,レッド,8008,Ｍ,0,,,,,,,,,,,,34150032,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8009,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞ Ｌ",5004,レッド,8009,Ｌ,0,,,,,,,,,,,,34150033,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8010,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞ XL",5004,レッド,8010,ＸＬ(LL),0,,,,,,,,,,,,34150034,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8011,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞXXL",5004,レッド,8011,ＸＸＬ（3Ｌ）,0,,,,,,,,,,,,34150035,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8012,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞ 4L",5004,レッド,8012,4Ｌ,0,,,,,,,,,,,,34150036,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5004_8013,manu_0004,TR180,"TR180-RE TrySail 18番手Tｼｬﾂ ﾚｯﾄﾞ 5L",5004,レッド,8013,5Ｌ,0,,,,,,,,,,,,34150037,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8000,manu_0004,TR180,"TR180-NV TrySail18ｶｰﾄﾞTｼｬﾂ ﾈｲﾋﾞｰ90cm",5005,ネイビー,8000,90㎝,0,,,,,,,,,,,,34150458,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8001,manu_0004,TR180,"TR180-NV 18番手子供T　ﾈｲﾋﾞｰ 100cm",5005,ネイビー,8001,100cm,0,,,,,,,,,,,,34139904,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8002,manu_0004,TR180,"TR180-NV 18番手子供T　ﾈｲﾋﾞｰ 110cm",5005,ネイビー,8002,110cm/JS,0,,,,,,,,,,,,34140003,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8003,manu_0004,TR180,"TR180-NV 18番手子供T　ﾈｲﾋﾞｰ 120cm",5005,ネイビー,8003,120cm,0,,,,,,,,,,,,34140054,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8004,manu_0004,TR180,"TR180-NV 18番手子供T　ﾈｲﾋﾞｰ 130cm",5005,ネイビー,8004,130cm/JM,0,,,,,,,,,,,,34140104,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8005,manu_0004,TR180,"TR180-NV 18番手子供T  ﾈｲﾋﾞｰ 140cm",5005,ネイビー,8005,140cm,0,,,,,,,,,,,,34140204,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8006,manu_0004,TR180,"TR180-NV 18番手子供T  ﾈｲﾋﾞｰ 150cm",5005,ネイビー,8006,150cm/JL,0,,,,,,,,,,,,34140304,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8007,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰ Ｓ",5005,ネイビー,8007,Ｓ,0,,,,,,,,,,,,34150041,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8008,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰ Ｍ",5005,ネイビー,8008,Ｍ,0,,,,,,,,,,,,34150042,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8009,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰ Ｌ",5005,ネイビー,8009,Ｌ,0,,,,,,,,,,,,34150043,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8010,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰ XL",5005,ネイビー,8010,ＸＬ(LL),0,,,,,,,,,,,,34150044,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8011,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰXXL",5005,ネイビー,8011,ＸＸＬ（3Ｌ）,0,,,,,,,,,,,,34150045,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8012,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰ 4L",5005,ネイビー,8012,4Ｌ,0,,,,,,,,,,,,34150046,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5005_8013,manu_0004,TR180,"TR180-NV TrySail 18番手Tｼｬﾂ ﾈｲﾋﾞｰ 5L",5005,ネイビー,8013,5Ｌ,0,,,,,,,,,,,,34150047,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8001,manu_0004,TR180,"TR180-GRAY 18番手子供T　杢ｸﾞﾚｰ 100cm",5006,杢グレー,8001,100cm,0,,,,,,,,,,,,34139905,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8002,manu_0004,TR180,"TR180-GRAY 18番手子供T　杢ｸﾞﾚｰ 110cm",5006,杢グレー,8002,110cm/JS,0,,,,,,,,,,,,34140012,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8003,manu_0004,TR180,"TR180-GRAY 18番手子供T　杢ｸﾞﾚｰ 120cm",5006,杢グレー,8003,120cm,0,,,,,,,,,,,,34140055,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8004,manu_0004,TR180,"TR180-GRAY 18番手子供T　杢ｸﾞﾚｰ 130cm",5006,杢グレー,8004,130cm/JM,0,,,,,,,,,,,,34140105,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8005,manu_0004,TR180,"TR180-GRAY 18番手子供T　杢ｸﾞﾚｰ 140cm",5006,杢グレー,8005,140cm,0,,,,,,,,,,,,34140205,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8006,manu_0004,TR180,"TR180-GRAY 18番手子供T　杢ｸﾞﾚｰ 150cm",5006,杢グレー,8006,150cm/JL,0,,,,,,,,,,,,34140305,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8007,manu_0004,TR180,"TR180-GRAY TrySail 18番手T ﾓｸｸﾞﾚｰ Ｓ",5006,杢グレー,8007,Ｓ,0,,,,,,,,,,,,34150051,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8008,manu_0004,TR180,"TR180-GRAY TrySail 18番手T ﾓｸｸﾞﾚｰ Ｍ",5006,杢グレー,8008,Ｍ,0,,,,,,,,,,,,34150052,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8009,manu_0004,TR180,"TR180-GRAY TrySail 18番手T ﾓｸｸﾞﾚｰ Ｌ",5006,杢グレー,8009,Ｌ,0,,,,,,,,,,,,34150053,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8010,manu_0004,TR180,"TR180-GRAY TrySail 18番手T ﾓｸｸﾞﾚｰ XL",5006,杢グレー,8010,ＸＬ(LL),0,,,,,,,,,,,,34150054,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8011,manu_0004,TR180,"TR180-GRAY TrySail18番手T ﾓｸｸﾞﾚｰ XXL",5006,杢グレー,8011,ＸＸＬ（3Ｌ）,0,,,,,,,,,,,,34150055,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8012,manu_0004,TR180,"TR180-GRAY TrySail18番手T ﾓｸｸﾞﾚｰ 4L",5006,杢グレー,8012,4Ｌ,0,,,,,,,,,,,,34150056,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5006_8013,manu_0004,TR180,"TR180-GRAY TrySail18番手T ﾓｸｸﾞﾚｰ 5L",5006,杢グレー,8013,5Ｌ,0,,,,,,,,,,,,34150057,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8001,manu_0004,TR180,"TR180-YE 18番手子供T　ｲｴﾛｰ 100cm",5007,イエロー,8001,100cm,0,,,,,,,,,,,,34139906,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8002,manu_0004,TR180,"TR180-YE 18番手子供T　ｲｴﾛｰ 110cm",5007,イエロー,8002,110cm/JS,0,,,,,,,,,,,,34140004,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8003,manu_0004,TR180,"TR180-YE 18番手子供T　ｲｴﾛｰ 120cm",5007,イエロー,8003,120cm,0,,,,,,,,,,,,34140056,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8004,manu_0004,TR180,"TR180-YE 18番手子供T　ｲｴﾛｰ 130cm",5007,イエロー,8004,130cm/JM,0,,,,,,,,,,,,34140106,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8005,manu_0004,TR180,"TR180-YE 18番手子供T  ｲｴﾛｰ 140cm",5007,イエロー,8005,140cm,0,,,,,,,,,,,,34140206,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8006,manu_0004,TR180,"TR180-YE 18番手子供T  ｲｴﾛｰ 150cm",5007,イエロー,8006,150cm/JL,0,,,,,,,,,,,,34140306,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8007,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ Ｓ",5007,イエロー,8007,Ｓ,0,,,,,,,,,,,,34150061,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8008,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ Ｍ",5007,イエロー,8008,Ｍ,0,,,,,,,,,,,,34150062,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8009,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ Ｌ",5007,イエロー,8009,Ｌ,0,,,,,,,,,,,,34150063,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8010,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ XL",5007,イエロー,8010,ＸＬ(LL),0,,,,,,,,,,,,34150064,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8011,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ XXL",5007,イエロー,8011,ＸＸＬ（3Ｌ）,0,,,,,,,,,,,,34150065,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8012,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ 4L",5007,イエロー,8012,4Ｌ,0,,,,,,,,,,,,34150066,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5007_8013,manu_0004,TR180,"TR180-YE TrySail 18番手Tｼｬﾂ ｲｴﾛｰ 5L",5007,イエロー,8013,5Ｌ,0,,,,,,,,,,,,34150067,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8000,manu_0004,TR180,"TR180-OR TrySail18ｶｰﾄﾞTｼｬﾂ ｵﾚﾝｼﾞ90cm",5008,オレンジ,8000,90㎝,0,,,,,,,,,,,,34150456,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8001,manu_0004,TR180,"TR180-OR 18番手子供T　ｵﾚﾝｼﾞ 100cm",5008,オレンジ,8001,100cm,0,,,,,,,,,,,,34139907,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8002,manu_0004,TR180,"TR180-OR 18番手子供T　ｵﾚﾝｼﾞ 110cm",5008,オレンジ,8002,110cm/JS,0,,,,,,,,,,,,34140005,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8003,manu_0004,TR180,"TR180-OR 18番手子供T　ｵﾚﾝｼﾞ 120cm",5008,オレンジ,8003,120cm,0,,,,,,,,,,,,34140057,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8004,manu_0004,TR180,"TR180-OR 18番手子供T　ｵﾚﾝｼﾞ 130cm",5008,オレンジ,8004,130cm/JM,0,,,,,,,,,,,,34140107,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8005,manu_0004,TR180,"TR180-OR 18番手子供T  ｵﾚﾝｼﾞ 140cm",5008,オレンジ,8005,140cm,0,,,,,,,,,,,,34140207,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8006,manu_0004,TR180,"TR180-OR 18番手子供T  ｵﾚﾝｼﾞ 150cm",5008,オレンジ,8006,150cm/JL,0,,,,,,,,,,,,34140307,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8007,manu_0004,TR180,"TR180-OR TrySail 18番手Tｼｬﾂ ｵﾚﾝｼﾞ Ｓ",5008,オレンジ,8007,Ｓ,0,,,,,,,,,,,,34150071,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8008,manu_0004,TR180,"TR180-OR TrySail 18番手Tｼｬﾂ ｵﾚﾝｼﾞ Ｍ",5008,オレンジ,8008,Ｍ,0,,,,,,,,,,,,34150072,"2025-11-13 19:07:30","2025-11-13 19:07:30"
stock_manu_0004_TR180_5008_8009,manu_0004,TR180,"TR180-OR TrySail 18番手Tｼｬﾂ ｵﾚﾝｼﾞ Ｌ",5008,オレンジ,8009,Ｌ,0,,,,,,,,,,,,34150073,"2025-11-13 19:07:30","2025-11-13 19:07:30"
