id,fileName,japaneseName,type,description,page,usage
"mod_153","components/ExportPreviewModal.tsx","画像エクスポートプレビューモーダル","ui/modal","仕上がりイメージを生成し、ダウンロードやDB登録を行うためのプレビュー画面です。","",""
"mod_154","components/ForgotPasswordModal.tsx","パスワードリセットモーダル","ui/modal","パスワードを忘れたユーザーがリセット手順をリクエストするためのモーダルです。","",""
"mod_155","components/productmanagement/modals/ImageAssignerModal.tsx","画像自動割り当てモーダル","ui/modal","AIを使って複数の商品画像と商品を自動で紐付けるためのUIです。","",""
"mod_156","components/accounting/modals/InvoiceSplitModal.tsx","請求書分割モーダル","ui/modal","1つの請求書を複数に分割するためのモーダルです。（開発中）","",""
"mod_157","components/OrderCsvExporterModal.tsx","発注CSV作成モーダル","ui/modal","メーカー指定のフォーマットで発注用のCSVファイルを作成・ダウンロードします。","",""
"mod_158","components/ordermanagement/modals/OrderDetailsModal.tsx","案件詳細モーダル","ui/modal","業務管理ツールで選択した案件の詳細情報をタブ形式で表示します。","",""
"mod_159","components/OrderSearchModal.tsx","案件検索モーダル","ui/modal","既存の案件（見積）を検索するためのモーダルです。","",""
"mod_160","PrintableEstimate.tsx","印刷プレビューモーダル","ui/modal","見積書や請求書などの印刷プレビューを表示します。内部でPDFレンダラーを使用し、ズームや印刷機能を提供します。","",""
"mod_161","components/PrintDesignForm.tsx","プリントデザイン編集フォーム","ui/modal","プリントデザイン（箇所、色数、サイズなど）を編集するためのフォームです。","",""
"mod_162","components/ProductSelectionPage.tsx","商品選択モーダル(ページ)","ui/modal","見積もりに商品を追加するためのモーダル。商品検索と数量入力機能があります。","",""
"mod_163","components/SaveChangesToCsvModal.tsx","CSV保存用プロンプトモーダル","ui/modal","現在のデータベースの状態をCSVファイルに書き戻すためのAIプロンプトを生成・表示します。","",""
"mod_164","components/ScheduleEditModal.tsx","単価スケジュール編集モーダル","ui/modal","プリント単価表の単価階層（マトリクス）を編集するためのモーダルです。","",""
"mod_165","components/SchemaEditor.tsx","スキーマエディタ","ui/modal","データベーステーブルの構造（列名や型）を編集するためのモーダルです。","",""
"mod_166","components/ordermanagement/modals/TaskAssignmentModal.tsx","タスク割り当てモーダル","ui/modal","案件に紐付けるタスクを選択・編集するためのモーダルです。","",""
"mod_167","components/TaskListModal.tsx","タスク一覧モーダル","ui/modal","タスク分析ツールで、特定のタスク種別に属する未完了タスクの一覧を表示します。","",""
"mod_168","components/UserEditModal.tsx","ユーザー編集モーダル","ui/modal","ユーザーの新規作成や情報編集を行うためのモーダルです。","",""
"mod_171","components/accounting/modals/PaymentDateModal.tsx","支払日入力モーダル","ui/modal","売掛金・買掛金の支払日を入力するためのモーダルです。","",""
"mod_251","components/email/modals/ImageAttachmentModal.tsx","画像添付方法選択モーダル","ui/modal","メール作成時に、画像を本文に埋め込むか、ファイルとして添付するかを選択するためのモーダルです。","",""
"mod_261","components/productmanagement/modals/DeleteConfirmationModal.tsx","商品削除確認モーダル","ui/modal","商品マスターから商品を削除する際に、関連データも一括で削除されることを警告・確認するためのモーダルです。","",""
"mod_268","components/printhistory/modals/PositionMeasurementModal.tsx","印刷位置計測モーダル","ui/modal","印刷位置の具体的な計測値（例：襟下から5cm）をサイズごとに登録するためのモーダルです。","",""
"mod_272","components/pdf-template-manager/modals/AiLayoutModal.tsx","AIレイアウト提案モーダル","ui/modal","AIが生成した複数のレイアウト案を並べて表示し、ユーザーが選択できるようにするモーダルです。","",""
"mod_284","components/ui/BulkEditModal.tsx","一括編集モーダル","ui/modal","データテーブルで複数行を選択して一括で値を更新するためのモーダルです。","",""
"mod_1760980081569_19y50","components/ShippingNotificationModal.tsx","配送通知モーダル","ui/modal","ユーザーに注文の配送状況に関する通知（例：発送完了、配達予定）を表示するためのモーダルダイアログコンポーネントです。これにより、ユーザーは重要な配送情報を確認できます。","",""
"mod_1760980081569_brap3","components/EditQuoteModal.tsx","引用編集モーダル","ui/modal","既存の引用（または見積もり）情報を編集するためのモーアダルダイアログを表示するUIコンポーネントです。ユーザーが引用の詳細を変更するためのフォームフィールドと、変更を保存またはキャンセルするためのボタンが含まれていると推測されます。","",""
"mod_1760980081569_20xsx","components/workrecord/modals/QuoteSelectionModal.tsx","業務記録引用選択モーダル","ui/modal","勤務記録アプリケーションにおいて、過去の業務記録や定型文などを参照し、選択・引用するためのモーダルダイアログコンポーネントです。","",""
"mod_1760980081569_b2anq","components/pdf-template-manager/modals/DataFieldSelectionModal.tsx","データフィールド選択モーダル","ui/modal","PDFテンプレート管理機能において、ユーザーが利用可能なデータフィールドの中から、PDFテンプレートに挿入または関連付けるためのフィールドを選択する際に表示されるモーダルダイアログコンポーネントです。","",""
