id,fileName,japaneseName,type,description,page,usage
"mod_1760980081569_ogner","components/SalesFlowTool.tsx","営業プロセス管理ツール","ui/composite","営業活動の各段階（リード管理、商談追跡、見積もり作成など）を一貫して管理・支援するための機能を提供し、営業担当者が効率的に業務を進めるためのユーザーインターフェースを構築するReactコンポーネントです。","",""
"mod_1760980081569_fhkcz","components/ProductionFlowTool.tsx","生産フローツール","ui","生産プロセス全体の流れを視覚的に表示し、ユーザーが生産状況を把握し、操作できる機能を提供するUIコンポーネントです。","",""
"mod_1760980081569_e3008","components/CompletionFlowTool.tsx","完了フロー支援ツール","ui/component","ユーザーが特定のタスクを完了するための一連のインタラクションや入力を支援するUIコンポーネントです。完了までのプロセスをガイドするための機能（例: ステップ表示、入力補完、進捗管理など）を提供する可能性があります。","",""
"mod_1760980081569_r2do8","components/kanban/KanbanColumn.tsx","カンバンカラム","ui/component","カンバンボード上の単一の列（カラム）を表示するUIコンポーネント。通常、特定のステータスやカテゴリに対応し、その中に属するタスクカードを配置するためのコンテナとして機能します。","",""
"mod_1760980081569_rcclb","components/kanban/QuoteCard.tsx","カンバン引用カード","ui/","カンバンボード上で、個々の引用情報（または引用に関するタスク）をカード形式で表示するためのUIコンポーネントです。ドラッグ＆ドロップ可能なアイテムとして、引用の内容や関連情報を表示します。","",""
"mod_1760980081569_qv613","components/ToolVisibilitySettings.tsx","ツール表示設定コンポーネント","ui/component","ユーザーが利用可能なツールの表示・非表示を切り替えるための設定インターフェースを提供するUIコンポーネントです。これにより、ユーザーは自分の作業環境に合わせてツールの表示をカスタマイズできます。","",""
"mod_1760980081569_ygf5v","components/ColorSettings.tsx","色設定コンポーネント","ui/component","ユーザーインターフェースの色に関する設定（例：テーマカラー、テキストカラー、背景色など）を管理し、調整するためのUIコンポーネントです。通常、設定画面の一部として提供されます。","",""
"mod_1760980081569_ls5rs","components/LayoutSettings.tsx","レイアウト設定コンポーネント","ui/","アプリケーションのレイアウトに関するユーザー設定（例：サイドバーの表示/非表示、テーマの選択、コンテンツの幅など）を管理・表示するためのUIコンポーネントです。","",""
"mod_1760980081569_7sdlw","components/BehaviorSettings.tsx","振る舞い設定コンポーネント","ui/component","アプリケーションや特定の機能の動作に関する設定項目を表示し、ユーザーがそれらの設定値を変更できるようにするためのUIコンポーネントです。","",""
"mod_1760980081569_1bwm5","types/language.ts","言語型定義","other","システム内で使用される言語に関するデータ構造や型定義をまとめたモジュールです。ロケール情報、言語コード、翻訳キーなどの型を定義し、言語関連機能の整合性を保ちます。","",""
"mod_1760980081569_2kvly","components/ui/SettingsCard.tsx","設定カード","ui/component","このモジュールは、ユーザーインターフェース上で設定項目を視覚的にグループ化し、表示するためのカード形式のUIコンポーネントです。通常、特定の機能やカテゴリに関連する設定を囲むコンテナとして機能します。","",""
"mod_1760980081569_yf1rh","components/workrecord/modals/TaskSelectionModal.tsx","タスク選択モーダル","ui/component","作業記録機能において、ユーザーが実行するタスクを選択するためのモーダルダイアログUIコンポーネントです。","",""
"mod_1760980081569_ixv8s","components/ui/ActiveTimer.tsx","アクティブタイマーUIコンポーネント","ui/component","現在アクティブなタイマー（進行中の時間計測）の状態を表示し、必要に応じて操作（一時停止、再開、停止など）を提供するユーザーインターフェースコンポーネントです。","",""
"mod_1760980081569_ubaog","components/ui/UnsavedLogForm.tsx","未保存ログ入力フォーム","ui/component","ユーザーが入力したがまだ保存されていないログデータを表示し、編集や保存・破棄などの操作を行うためのUIコンポーネントです。","",""
"mod_1760980081569_adoi8","components/ui/WorkHistoryItem.tsx","職務経歴アイテムコンポーネント","ui","個々の職務経歴情報（会社名、役職、期間、職務内容など）を表示するためのUIコンポーネントです。通常、職務経歴リストの一部として利用されます。","",""
"mod_1760980081569_g10bv","components/accounting/organisms/AccountsPayable.tsx","買掛金管理コンポーネント","ui/","会計システムの買掛金（Accounts Payable）に関連する情報（未払い請求書、サプライヤー情報など）を表示、管理するためのUIコンポーネントです。複数のUI要素（アトム、分子）を組み合わせて、買掛金セクションの中核的な表示・操作機能を提供します。","",""
"mod_1760980081569_h5u74","components/accounting/organisms/AccountsReceivable.tsx","売掛金オーガニズムコンポーネント","ui","会計ドメインにおける売掛金に関する情報を表示し、関連するインタラクションをまとめたUIコンポーネントです。Atomic Designの原則に従い、複数のUI要素を組み合わせて構成された「organism」として機能します。","",""
"mod_1760980081569_lvt26","components/accounting/parts/ReceivablesTable.tsx","売掛金一覧表示テーブル","ui/component","会計システム内で、顧客からの未収金（売掛金）データを表形式で表示し、管理するためのUIコンポーネントです。通常、売掛金の詳細、期日、ステータスなどを一覧表示します。","",""
"mod_1760980081569_hggcf","components/accounting/parts/ConsolidatedInvoiceFilters.tsx","連結請求書フィルター","ui/component","連結された請求書リストを表示する際に、特定の条件で絞り込みを行うためのUIコンポーネントです。日付範囲、ステータス、顧客名などのフィルターオプションを提供し、ユーザーが目的の請求書を効率的に見つけられるようにします。","",""
"mod_1760980081569_cnmq5","components/accounting/parts/ConsolidatedInvoiceTable.tsx","連結請求書テーブル","ui/component","会計モジュール内で使用されるUIコンポーネントで、複数の請求書を統合した連結請求書の情報を表形式で表示します。データの取得や集計ロジックを直接は持たず、親コンポーネントから渡された連結請求書データを整形してユーザーに提示する役割を担います。","",""
"mod_1760980081569_5m5s3","components/accounting/parts/ConsolidatedSummary.tsx","連結サマリーコンポーネント","ui/component","会計システムにおいて、複数の事業体や会計期間にわたる連結会計データを集約し、その主要な要約情報を表示するためのUIコンポーネントです。ユーザーが連結財務状況の全体像を迅速に把握するのを支援します。","",""
"mod_1760980081569_dx29u","components/ordermanagement/organisms/SalesFlowTool.tsx","受注管理用販売フローツール","ui/component","受注管理システム内で、販売プロセスやワークフローを視覚的に表示し、操作するための、比較的複雑なUIコンポーネントです。複数のUI要素（分子や原子）を組み合わせて構成され、販売業務の効率的な進行を支援します。","",""
"mod_1760980081569_ca3zn","components/ordermanagement/organisms/ProductionFlowTool.tsx","生産フローツール","ui/component","受注管理システムの一部として、生産の進行状況やプロセスを視覚的に表示し、ユーザーが操作できるように設計された、原子設計におけるオーガニズムレベルのUIコンポーネントです。生産工程の追跡やステータス更新など、生産フローに関する包括的な操作機能を提供します。","",""
"mod_1760980081569_4amtn","components/ordermanagement/organisms/CompletionFlowTool.tsx","注文管理完了処理ツール","ui/...","注文管理ドメインにおいて、特定の業務の「完了フロー」（例：注文の最終処理、タスクの完了報告など）をユーザーが円滑に進めるための複雑なUIコンポーネントです。複数のUI要素や関連ロジックを統合し、ユーザーによる一連の操作を支援します。","",""
"mod_1760980081569_kuph8","components/printhistory/organisms/HistoryList.tsx","印刷履歴リストコンポーネント","ui","印刷履歴の各項目を一覧形式で表示するためのユーザーインターフェースコンポーネントです。複数の小さなUI要素を組み合わせて構成される、より複雑なUIブロック（オーガニズム）として機能します。","",""
"mod_1760980081569_9xiej","components/printhistory/organisms/NewHistoryForm.tsx","新規印刷履歴フォーム","ui/component","新しい印刷履歴情報をユーザーが入力し、登録するためのフォームインターフェースを提供するUIコンポーネントです。複数の入力フィールドや操作要素を組み合わせた、Atomic Designにおけるorganismsレベルのコンポーネントに該当します。","",""
"mod_1760980081569_4kyt6","components/dtf/DtfCostSettings.tsx","DTFコスト設定UIコンポーネント","ui/...","このコンポーネントは、DTF（Direct To Filmなど、文脈による）に関連するコスト設定を管理するためのユーザーインターフェースを提供します。ユーザーがコストに関する様々なパラメータを表示、編集、保存できる機能を持ちます。","",""
"mod_1760980081569_ay0dy","components/dtf/DtfPriceSettings.tsx","Dtf価格設定コンポーネント","ui/","Dtfという特定の機能やサービスにおける、価格に関する設定（料金、割引など）を管理するためのユーザーインターフェースコンポーネントです。ユーザーが価格関連のパラメータを表示、入力、変更するために使用されます。","",""
"mod_1760980081569_0gymo","components/architecture/RefactorAndExport.tsx","アーキテクチャリファクタリング・エクスポート機能","ui/","アプリケーションのアーキテクチャ要素（モジュール構成、依存関係など）のリファクタリングを支援し、その結果や定義を外部ファイル形式でエクスポートするためのUIコンポーネント。主に開発者向けのアーキテクチャ管理ツールの一部として機能します。","",""
"mod_1760980081569_l76yj","toolGroups.tsx","ツールグループ表示コンポーネント","ui","アプリケーション内で使用されるツール群を、機能やカテゴリごとにまとめて表示・管理するためのReactコンポーネントです。","",""
"mod_1760980081569_o3orr","components/ui/ProductCard.tsx","商品カードUIコンポーネント","ui/component","単一の商品情報を視覚的に表示するための再利用可能なユーザーインターフェースコンポーネントです。商品の画像、名前、価格などの詳細をカード形式でレイアウトします。","",""
"mod_1760980081569_hw4ak","components/ui/ActiveTimer.tsx","アクティブタイマーUIコンポーネント","ui/component","現在アクティブなタイマー（進行中の時間計測）の状態を表示し、必要に応じて操作（一時停止、再開、停止など）を提供するユーザーインターフェースコンポーネントです。","",""
"mod_1760980081569_phwnt","components/ui/UnsavedLogForm.tsx","未保存ログ入力フォーム","ui/component","ユーザーが入力したがまだ保存されていないログデータを表示し、編集や保存・破棄などの操作を行うためのUIコンポーネントです。","",""
"mod_1760980081569_1eyz2","components/ui/WorkHistoryItem.tsx","職務経歴アイテムコンポーネント","ui","個々の職務経歴情報（会社名、役職、期間、職務内容など）を表示するためのUIコンポーネントです。通常、職務経歴リストの一部として利用されます。","",""
"mod_1760981471875_hv6vf","components/CustomerDetailsModal.tsx","顧客詳細モーダル","ui/component","顧客の詳細情報を表示するためのモーダルダイアログコンポーネントです。通常、顧客リストなどから特定の顧客を選択した際に呼び出され、その顧客に関する詳細な情報を提供します。","",""
"mod_1760981471875_rzov1","components/TaskProgressGraph.tsx","タスク進捗グラフ","ui/","タスクの進捗状況をグラフ形式で視覚的に表示するUIコンポーネントです。","",""
"mod_1760981471875_wo9of","templates/vendors.csv","ベンダー情報テンプレート","other","システムで利用されるベンダー（取引先）データのインポートやエクスポートのためのCSVファイル形式テンプレートを定義します。","",""
"mod_1760981471875_cnwwi","components/receivables/ConsolidatedInvoiceIssuance.tsx","統合請求書発行コンポーネント","ui/","売掛金管理機能の一部として、複数の未払い債権を統合し、顧客に対して一つの請求書として発行するためのユーザーインターフェースと、その発行ロジックを管理するReactコンポーネントです。","",""
"mod_1760981471875_7jhjm","components/receivables/parts/ReceivablesTable.tsx","売掛金一覧テーブル","ui/component","売掛金データを表形式で表示し、ユーザーが一覧を確認できるようにするUIコンポーネントです。フィルタリング、ソート、ページネーションなどの機能を含む可能性があります。","",""
"mod_1760981471875_unmz5","components/receivables/parts/PaymentDateModal.tsx","売掛金支払い日付設定モーダル","ui/component","売掛金に関連する機能において、支払い日付の表示や入力を担当するモーダルウィンドウ形式のReact UIコンポーネントです。","",""
"mod_1760981471875_xvn40","components/receivables/parts/ConsolidatedInvoiceFilters.tsx","連結請求書フィルター","ui","債権管理モジュールの一部として、連結された請求書データをフィルタリングするためのユーザーインターフェースコンポーネントです。顧客、期間、ステータスなどの条件に基づいて、表示される請求書の一覧を絞り込む機能を提供します。","",""
"mod_1760981471875_2a655","components/receivables/parts/ConsolidatedInvoiceTable.tsx","連結請求書テーブル","ui","連結された請求書データを表形式で表示するためのReactコンポーネントです。売掛金管理機能の一部として、複数の請求書をまとめた情報を効率的にユーザーに提供します。","",""
"mod_1760981471875_p5swa","components/receivables/parts/ConsolidatedSummary.tsx","連結サマリーコンポーネント","ui/component","会計システムにおいて、複数の事業体や会計期間にわたる連結会計データを集約し、その主要な要約情報を表示するためのUIコンポーネントです。ユーザーが連結財務状況の全体像を迅速に把握するのを支援します。","",""
"mod_1760981471875_rf46z","components/UnregisteredModuleTool.tsx","未登録モジュール操作ツール","ui/tool","このコンポーネントは、システム内に存在するものの、まだ正式に登録または設定されていないモジュールを特定し、操作（登録、確認、設定など）のためのユーザーインターフェースや機能を提供します。","",""
"mod_1760989113538_9r7a7","components/TaskAssignmentModal.tsx","タスク割り当てモーダル","ui/component","タスクをユーザーやグループに割り当てるためのフォームや選択肢を提供するモーダルダイアログコンポーネント。通常、タスクの詳細画面などから呼び出され、タスクの割り当て設定を変更する際に利用されます。","",""
"mod_1760989113538_g42i7","components/customermanagement/organisms/CustomerGrid.tsx","顧客グリッド","ui/component","顧客情報を表形式で表示し、並べ替えやフィルタリングなどの操作を提供するUIコンポーネントです。顧客管理機能の主要な部分を構成します。","",""
"mod_1760989113538_duanu","components/customermanagement/organisms/CustomerToolbar.tsx","顧客ツールバー","ui/component","顧客管理機能において、顧客に関連する操作（追加、編集、削除、検索など）を行うためのボタンやコントロールをまとめたUIコンポーネントです。Atomic Designにおける「Organism（有機体）」に分類され、比較的複雑なインタラクションや情報を表示する役割を担います。","",""
"mod_1760989113538_z9qv0","components/document/organisms/DocumentListPanel.tsx","ドキュメントリストパネル","ui/","ドキュメントの一覧を表示し、ユーザーがドキュメントを選択・操作できるインターフェースを提供するUIコンポーネントです。Atomic Design におけるオーガニズム（比較的高度なUI部品）に相当します。","",""
"mod_1760989113538_o76iv","components/document/organisms/DocumentPreviewPanel.tsx","ドキュメントプレビューパネル","ui","ドキュメントのプレビューを表示するためのUIコンポーネントです。ファイルパスから「organisms」に分類されること、また「Panel」という名称から、比較的大きな塊のコンポーネントであり、ドキュメントの具体的な内容をプレビュー表示する領域を提供すると推測されます。","",""
"mod_1760989113538_x2f7f","components/dev-tools/AppModeSettings.tsx","開発ツール用アプリモード設定","ui/component","このコンポーネントは、開発ツールの一部として、アプリケーションの動作モード（例: デバッグモード、特定機能の有効/無効など）に関連する設定項目を表示し、変更するためのユーザーインターフェースを提供します。主に開発時やデバッグ時にアプリケーションの挙動を調整するために使用されます。","",""
"mod_1760989113538_y7v3z","components/dev-tools/CsvRewriteSettings.tsx","開発ツール：CSV書き換え設定コンポーネント","ui/component","開発者向けツールの一部として、CSVデータの書き換えや再構成に関する各種設定を行うためのユーザーインターフェースを提供するReactコンポーネントです。","",""
"mod_1760989113538_ao1ff","components/dev-tools/HookUnitTests.tsx","開発ツール用Reactフック単体テストコンポーネント","ui","開発者ツールの一部として、Reactフックの単体テストを実行・検証するためのコンポーネントです。開発中のフックの挙動確認とデバッグを支援します。","",""
"mod_1760989113538_q1oln","types/fileConverter.ts","ファイル変換型定義モジュール","other","ファイル変換機能で使用されるデータ構造、オプション、および関数インターフェースなどの型定義を提供するモジュールです。これにより、ファイル変換ロジックの入力、出力、および内部処理の整合性が保たれます。","",""
"mod_1760989113538_xbb7z","types/tasks.ts","タスク型定義","other","アプリケーション内で使用されるタスク関連のデータ構造（インターフェース、型エイリアスなど）を定義するモジュールです。これにより、タスクオブジェクトのプロパティとそれらの型が明確に定義され、型安全性が向上します。","",""
"mod_1760989113538_1i476","types/dev.ts","開発用型定義","other","開発環境に特化した型定義を集約したモジュールです。開発用ツール、デバッグ機能、モックデータなどの型情報を提供します。","",""
"mod_1760989113538_64v4p","types/accounting.ts","会計データ型定義","other","会計処理に関連するデータ構造（請求書、取引、勘定科目など）を定義するTypeScriptのインターフェースや型、列挙型などをまとめたモジュールです。アプリケーション全体で会計関連データの型安全性を確保し、一貫したデータ利用を促進します。","",""
"mod_1760989113538_65yqg","types/email.ts","メール型定義","other","メールアドレス、メールの件名、本文、送信者、受信者など、メールに関連するデータの型定義（インターフェース、型エイリアスなど）を提供します。これにより、メール処理における型安全性を確保します。","",""
"mod_1760989113538_ay6g8","types/work.ts","作業関連型定義","other","システム内で扱う「作業」に関連するデータ構造（インターフェース、型など）を定義するファイル。プロジェクト、タスク、成果物などのエンティティや、それらのプロパティを記述します。","",""
